State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g),State Code,Division,Region
Hawaii,HI,2020,F,"Bachelor's degree (BA, AB, BS)",6,1814,32.1,3188.6,HI,West,Pacific
Hawaii,HI,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,657,34.2,3202.2,HI,West,Pacific
Hawaii,HI,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,120,35.0,3244.1,HI,West,Pacific
Hawaii,HI,2020,F,Unknown or Not Stated,-9,129,30.3,3194.2,HI,West,Pacific
Hawaii,HI,2020,M,8th grade or less,1,62,27.1,3130.4,HI,West,Pacific
Hawaii,HI,2020,M,9th through 12th grade with no diploma,2,1259,27.3,3229.9,HI,West,Pacific
Hawaii,HI,2020,M,High school graduate or GED completed,3,1433,26.9,3295.8,HI,West,Pacific
Hawaii,HI,2020,M,"Some college credit, but not a degree",4,1640,28.8,3288.4,HI,West,Pacific
Hawaii,HI,2020,M,"Associate degree (AA, AS)",5,852,30.6,3293.0,HI,West,Pacific
Hawaii,HI,2020,M,"Bachelor's degree (BA, AB, BS)",6,1884,32.1,3276.8,HI,West,Pacific
Hawaii,HI,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,731,34.1,3298.7,HI,West,Pacific
Hawaii,HI,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,125,34.5,3309.4,HI,West,Pacific
Hawaii,HI,2020,M,Unknown or Not Stated,-9,130,29.3,3156.2,HI,West,Pacific
Hawaii,HI,2021,F,8th grade or less,1,40,29.4,3248.7,HI,West,Pacific
Hawaii,HI,2021,F,9th through 12th grade with no diploma,2,1117,27.0,3124.4,HI,West,Pacific
Hawaii,HI,2021,F,High school graduate or GED completed,3,1290,27.0,3203.2,HI,West,Pacific
Hawaii,HI,2021,F,"Some college credit, but not a degree",4,1454,29.4,3196.5,HI,West,Pacific
Hawaii,HI,2021,F,"Associate degree (AA, AS)",5,780,31.0,3171.3,HI,West,Pacific
Hawaii,HI,2021,F,"Bachelor's degree (BA, AB, BS)",6,1825,32.2,3171.5,HI,West,Pacific
Hawaii,HI,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,726,34.3,3178.6,HI,West,Pacific
Hawaii,HI,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,139,34.6,3219.3,HI,West,Pacific
Hawaii,HI,2021,F,Unknown or Not Stated,-9,141,29.8,2970.0,HI,West,Pacific
Hawaii,HI,2021,M,8th grade or less,1,62,29.4,3221.0,HI,West,Pacific
Hawaii,HI,2021,M,9th through 12th grade with no diploma,2,1237,27.3,3185.0,HI,West,Pacific
Hawaii,HI,2021,M,High school graduate or GED completed,3,1429,27.1,3312.5,HI,West,Pacific
Hawaii,HI,2021,M,"Some college credit, but not a degree",4,1546,29.4,3284.1,HI,West,Pacific
Hawaii,HI,2021,M,"Associate degree (AA, AS)",5,800,31.1,3251.0,HI,West,Pacific
Hawaii,HI,2021,M,"Bachelor's degree (BA, AB, BS)",6,1919,32.2,3294.1,HI,West,Pacific
Hawaii,HI,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,797,34.2,3293.6,HI,West,Pacific
Hawaii,HI,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,157,34.5,3291.4,HI,West,Pacific
Hawaii,HI,2021,M,Unknown or Not Stated,-9,161,30.5,3204.1,HI,West,Pacific
Idaho,ID,2016,F,8th grade or less,1,258,30.9,3265.3,ID,West,Mountain
Idaho,ID,2016,F,9th through 12th grade with no diploma,2,948,24.2,3119.6,ID,West,Mountain
Idaho,ID,2016,F,High school graduate or GED completed,3,2817,26.0,3199.4,ID,West,Mountain
Idaho,ID,2016,F,"Some college credit, but not a degree",4,2825,27.4,3260.5,ID,West,Mountain
Idaho,ID,2016,F,"Associate degree (AA, AS)",5,1131,29.1,3294.0,ID,West,Mountain
Idaho,ID,2016,F,"Bachelor's degree (BA, AB, BS)",6,2318,30.0,3321.5,ID,West,Mountain
Idaho,ID,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,504,32.5,3272.1,ID,West,Mountain
Idaho,ID,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,145,33.3,3356.1,ID,West,Mountain
Idaho,ID,2016,F,Unknown or Not Stated,-9,53,30.4,3165.3,ID,West,Mountain
Idaho,ID,2016,M,8th grade or less,1,281,30.2,3256.5,ID,West,Mountain
Idaho,ID,2016,M,9th through 12th grade with no diploma,2,1015,24.1,3238.8,ID,West,Mountain
Idaho,ID,2016,M,High school graduate or GED completed,3,2966,25.9,3299.7,ID,West,Mountain
Idaho,ID,2016,M,"Some college credit, but not a degree",4,2936,27.3,3364.9,ID,West,Mountain
Idaho,ID,2016,M,"Associate degree (AA, AS)",5,1190,29.2,3359.6,ID,West,Mountain
Idaho,ID,2016,M,"Bachelor's degree (BA, AB, BS)",6,2359,30.3,3455.8,ID,West,Mountain
Idaho,ID,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,532,32.7,3382.1,ID,West,Mountain
Idaho,ID,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,148,33.3,3347.9,ID,West,Mountain
Idaho,ID,2016,M,Unknown or Not Stated,-9,56,28.5,3238.4,ID,West,Mountain
Idaho,ID,2017,F,8th grade or less,1,223,30.3,3240.2,ID,West,Mountain
Idaho,ID,2017,F,9th through 12th grade with no diploma,2,971,24.7,3129.2,ID,West,Mountain
Idaho,ID,2017,F,High school graduate or GED completed,3,2817,26.0,3208.9,ID,West,Mountain
Idaho,ID,2017,F,"Some college credit, but not a degree",4,2760,27.6,3258.7,ID,West,Mountain
Idaho,ID,2017,F,"Associate degree (AA, AS)",5,1117,29.0,3299.7,ID,West,Mountain
Idaho,ID,2017,F,"Bachelor's degree (BA, AB, BS)",6,2293,30.4,3325.4,ID,West,Mountain
Idaho,ID,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,498,32.5,3269.1,ID,West,Mountain
Idaho,ID,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,132,33.9,3236.7,ID,West,Mountain
Idaho,ID,2017,F,Unknown or Not Stated,-9,47,29.4,2966.8,ID,West,Mountain
Idaho,ID,2017,M,8th grade or less,1,240,30.2,3269.8,ID,West,Mountain
Idaho,ID,2017,M,9th through 12th grade with no diploma,2,975,24.0,3252.9,ID,West,Mountain
Idaho,ID,2017,M,High school graduate or GED completed,3,2764,25.9,3317.6,ID,West,Mountain
Idaho,ID,2017,M,"Some college credit, but not a degree",4,2989,27.7,3355.1,ID,West,Mountain
Idaho,ID,2017,M,"Associate degree (AA, AS)",5,1169,28.9,3353.8,ID,West,Mountain
Idaho,ID,2017,M,"Bachelor's degree (BA, AB, BS)",6,2376,30.1,3433.7,ID,West,Mountain
Idaho,ID,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,552,32.7,3422.3,ID,West,Mountain
Idaho,ID,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,186,33.2,3421.8,ID,West,Mountain
Idaho,ID,2017,M,Unknown or Not Stated,-9,72,26.8,3374.0,ID,West,Mountain
Idaho,ID,2018,F,8th grade or less,1,196,30.4,3150.8,ID,West,Mountain
Idaho,ID,2018,F,9th through 12th grade with no diploma,2,875,24.6,3147.9,ID,West,Mountain
Idaho,ID,2018,F,High school graduate or GED completed,3,2678,26.2,3195.8,ID,West,Mountain
Idaho,ID,2018,F,"Some college credit, but not a degree",4,2735,27.7,3227.3,ID,West,Mountain
Idaho,ID,2018,F,"Associate degree (AA, AS)",5,1021,29.3,3278.5,ID,West,Mountain
Idaho,ID,2018,F,"Bachelor's degree (BA, AB, BS)",6,2220,30.2,3268.0,ID,West,Mountain
Idaho,ID,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,525,32.7,3274.7,ID,West,Mountain
Idaho,ID,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,136,33.3,3217.1,ID,West,Mountain
Idaho,ID,2018,F,Unknown or Not Stated,-9,49,29.4,3247.2,ID,West,Mountain
Idaho,ID,2018,M,8th grade or less,1,218,30.5,3316.0,ID,West,Mountain
Idaho,ID,2018,M,9th through 12th grade with no diploma,2,926,24.4,3200.6,ID,West,Mountain
Idaho,ID,2018,M,High school graduate or GED completed,3,2752,26.0,3306.0,ID,West,Mountain
Idaho,ID,2018,M,"Some college credit, but not a degree",4,2741,27.7,3350.6,ID,West,Mountain
Idaho,ID,2018,M,"Associate degree (AA, AS)",5,1127,29.1,3378.8,ID,West,Mountain
Idaho,ID,2018,M,"Bachelor's degree (BA, AB, BS)",6,2453,30.1,3422.7,ID,West,Mountain
Idaho,ID,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,534,32.8,3381.7,ID,West,Mountain
Idaho,ID,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,164,33.4,3344.1,ID,West,Mountain
Idaho,ID,2018,M,Unknown or Not Stated,-9,53,29.0,3430.8,ID,West,Mountain
Idaho,ID,2019,F,8th grade or less,1,230,29.8,3187.0,ID,West,Mountain
Idaho,ID,2019,F,9th through 12th grade with no diploma,2,880,24.5,3091.9,ID,West,Mountain
Idaho,ID,2019,F,High school graduate or GED completed,3,2678,26.4,3200.9,ID,West,Mountain
Idaho,ID,2019,F,"Some college credit, but not a degree",4,2756,27.9,3241.9,ID,West,Mountain
Idaho,ID,2019,F,"Associate degree (AA, AS)",5,1074,29.2,3233.4,ID,West,Mountain
Idaho,ID,2019,F,"Bachelor's degree (BA, AB, BS)",6,2385,30.3,3293.6,ID,West,Mountain
Idaho,ID,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,579,32.8,3255.7,ID,West,Mountain
Idaho,ID,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,161,33.3,3258.0,ID,West,Mountain
Idaho,ID,2019,F,Unknown or Not Stated,-9,51,29.2,3275.5,ID,West,Mountain
Idaho,ID,2019,M,8th grade or less,1,219,31.6,3319.5,ID,West,Mountain
Idaho,ID,2019,M,9th through 12th grade with no diploma,2,924,24.6,3232.2,ID,West,Mountain
Idaho,ID,2019,M,High school graduate or GED completed,3,2825,26.2,3315.9,ID,West,Mountain
Idaho,ID,2019,M,"Some college credit, but not a degree",4,2806,27.8,3362.8,ID,West,Mountain
Idaho,ID,2019,M,"Associate degree (AA, AS)",5,1185,29.3,3373.9,ID,West,Mountain
Idaho,ID,2019,M,"Bachelor's degree (BA, AB, BS)",6,2506,30.4,3410.6,ID,West,Mountain
Idaho,ID,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,581,32.8,3426.4,ID,West,Mountain
Idaho,ID,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,147,33.6,3395.8,ID,West,Mountain
Idaho,ID,2019,M,Unknown or Not Stated,-9,76,27.6,3194.6,ID,West,Mountain
Idaho,ID,2020,F,8th grade or less,1,191,29.7,3142.3,ID,West,Mountain
Idaho,ID,2020,F,9th through 12th grade with no diploma,2,887,24.4,3123.8,ID,West,Mountain
Idaho,ID,2020,F,High school graduate or GED completed,3,2594,26.3,3196.6,ID,West,Mountain
Idaho,ID,2020,F,"Some college credit, but not a degree",4,2608,27.8,3242.3,ID,West,Mountain
Idaho,ID,2020,F,"Associate degree (AA, AS)",5,1076,29.3,3273.8,ID,West,Mountain
Idaho,ID,2020,F,"Bachelor's degree (BA, AB, BS)",6,2341,30.5,3301.6,ID,West,Mountain
Idaho,ID,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,510,32.5,3253.6,ID,West,Mountain
Idaho,ID,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,144,33.8,3337.2,ID,West,Mountain
Idaho,ID,2020,F,Unknown or Not Stated,-9,62,29.0,3052.9,ID,West,Mountain
Idaho,ID,2020,M,8th grade or less,1,202,30.5,3336.6,ID,West,Mountain
Idaho,ID,2020,M,9th through 12th grade with no diploma,2,867,24.5,3223.5,ID,West,Mountain
Idaho,ID,2020,M,High school graduate or GED completed,3,2801,26.4,3305.0,ID,West,Mountain
Idaho,ID,2020,M,"Some college credit, but not a degree",4,2630,27.9,3346.1,ID,West,Mountain
Idaho,ID,2020,M,"Associate degree (AA, AS)",5,1131,29.5,3388.0,ID,West,Mountain
Idaho,ID,2020,M,"Bachelor's degree (BA, AB, BS)",6,2643,30.4,3418.1,ID,West,Mountain
Idaho,ID,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,602,32.5,3404.1,ID,West,Mountain
Idaho,ID,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,171,33.5,3310.2,ID,West,Mountain
Idaho,ID,2020,M,Unknown or Not Stated,-9,73,29.0,3065.9,ID,West,Mountain
Idaho,ID,2021,F,8th grade or less,1,182,31.2,3205.3,ID,West,Mountain
Idaho,ID,2021,F,9th through 12th grade with no diploma,2,787,24.4,3144.5,ID,West,Mountain
Idaho,ID,2021,F,High school graduate or GED completed,3,2635,26.5,3202.8,ID,West,Mountain
Idaho,ID,2021,F,"Some college credit, but not a degree",4,2599,28.2,3237.1,ID,West,Mountain
Idaho,ID,2021,F,"Associate degree (AA, AS)",5,1135,29.4,3266.3,ID,West,Mountain
Idaho,ID,2021,F,"Bachelor's degree (BA, AB, BS)",6,2604,30.4,3295.0,ID,West,Mountain
Idaho,ID,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,651,32.7,3237.8,ID,West,Mountain
Idaho,ID,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,171,33.7,3201.8,ID,West,Mountain
Idaho,ID,2021,F,Unknown or Not Stated,-9,96,29.6,3192.4,ID,West,Mountain
Idaho,ID,2021,M,8th grade or less,1,217,30.6,3265.0,ID,West,Mountain
Idaho,ID,2021,M,9th through 12th grade with no diploma,2,843,24.9,3239.0,ID,West,Mountain
Idaho,ID,2021,M,High school graduate or GED completed,3,2808,26.5,3308.3,ID,West,Mountain
Idaho,ID,2021,M,"Some college credit, but not a degree",4,2837,28.0,3364.0,ID,West,Mountain
Idaho,ID,2021,M,"Associate degree (AA, AS)",5,1148,29.2,3379.5,ID,West,Mountain
Idaho,ID,2021,M,"Bachelor's degree (BA, AB, BS)",6,2741,30.2,3420.7,ID,West,Mountain
Idaho,ID,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,655,32.7,3394.6,ID,West,Mountain
Idaho,ID,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,210,33.9,3314.4,ID,West,Mountain
Idaho,ID,2021,M,Unknown or Not Stated,-9,108,29.6,3335.2,ID,West,Mountain
Illinois,IL,2016,F,8th grade or less,1,1993,30.8,3227.9,IL,Midwest,East North Central
Illinois,IL,2016,F,9th through 12th grade with no diploma,2,6838,25.0,3099.0,IL,Midwest,East North Central
Illinois,IL,2016,F,High school graduate or GED completed,3,16088,26.5,3149.0,IL,Midwest,East North Central
Illinois,IL,2016,F,"Some college credit, but not a degree",4,14965,27.7,3189.6,IL,Midwest,East North Central
Illinois,IL,2016,F,"Associate degree (AA, AS)",5,5905,29.9,3245.6,IL,Midwest,East North Central
Illinois,IL,2016,F,"Bachelor's degree (BA, AB, BS)",6,16760,31.5,3277.1,IL,Midwest,East North Central
Illinois,IL,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9196,32.9,3276.1,IL,Midwest,East North Central
Illinois,IL,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2268,33.8,3234.5,IL,Midwest,East North Central
Illinois,IL,2016,F,Unknown or Not Stated,-9,1496,29.9,3137.9,IL,Midwest,East North Central
Illinois,IL,2016,M,8th grade or less,1,2001,30.4,3302.8,IL,Midwest,East North Central
Illinois,IL,2016,M,9th through 12th grade with no diploma,2,7032,24.9,3191.6,IL,Midwest,East North Central
Illinois,IL,2016,M,High school graduate or GED completed,3,16837,26.6,3260.0,IL,Midwest,East North Central
Illinois,IL,2016,M,"Some college credit, but not a degree",4,15492,27.6,3302.5,IL,Midwest,East North Central
Illinois,IL,2016,M,"Associate degree (AA, AS)",5,6337,29.8,3369.2,IL,Midwest,East North Central
Illinois,IL,2016,M,"Bachelor's degree (BA, AB, BS)",6,17644,31.5,3396.8,IL,Midwest,East North Central
Illinois,IL,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9642,33.0,3394.0,IL,Midwest,East North Central
Illinois,IL,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2377,33.6,3352.6,IL,Midwest,East North Central
Illinois,IL,2016,M,Unknown or Not Stated,-9,1574,29.9,3253.1,IL,Midwest,East North Central
Illinois,IL,2017,F,8th grade or less,1,1716,30.8,3215.9,IL,Midwest,East North Central
Illinois,IL,2017,F,9th through 12th grade with no diploma,2,6314,25.1,3114.3,IL,Midwest,East North Central
Illinois,IL,2017,F,High school graduate or GED completed,3,16117,26.5,3142.9,IL,Midwest,East North Central
Illinois,IL,2017,F,"Some college credit, but not a degree",4,14207,27.9,3192.3,IL,Midwest,East North Central
Illinois,IL,2017,F,"Associate degree (AA, AS)",5,5675,30.0,3245.1,IL,Midwest,East North Central
Illinois,IL,2017,F,"Bachelor's degree (BA, AB, BS)",6,16395,31.7,3278.5,IL,Midwest,East North Central
Illinois,IL,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8876,33.0,3278.9,IL,Midwest,East North Central
Illinois,IL,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2224,33.8,3228.4,IL,Midwest,East North Central
Illinois,IL,2017,F,Unknown or Not Stated,-9,1572,30.0,3135.5,IL,Midwest,East North Central
Illinois,IL,2017,M,8th grade or less,1,1780,30.7,3319.0,IL,Midwest,East North Central
Illinois,IL,2017,M,9th through 12th grade with no diploma,2,6530,25.2,3200.4,IL,Midwest,East North Central
Illinois,IL,2017,M,High school graduate or GED completed,3,16573,26.6,3249.4,IL,Midwest,East North Central
Illinois,IL,2017,M,"Some college credit, but not a degree",4,15089,27.8,3300.5,IL,Midwest,East North Central
Illinois,IL,2017,M,"Associate degree (AA, AS)",5,6036,29.9,3341.0,IL,Midwest,East North Central
Illinois,IL,2017,M,"Bachelor's degree (BA, AB, BS)",6,17149,31.6,3397.7,IL,Midwest,East North Central
Illinois,IL,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9144,33.0,3403.1,IL,Midwest,East North Central
Illinois,IL,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2315,33.8,3345.7,IL,Midwest,East North Central
Illinois,IL,2017,M,Unknown or Not Stated,-9,1678,30.1,3213.0,IL,Midwest,East North Central
Illinois,IL,2018,F,8th grade or less,1,1504,30.7,3201.4,IL,Midwest,East North Central
Illinois,IL,2018,F,9th through 12th grade with no diploma,2,5876,25.4,3085.7,IL,Midwest,East North Central
Illinois,IL,2018,F,High school graduate or GED completed,3,16154,26.8,3148.6,IL,Midwest,East North Central
Illinois,IL,2018,F,"Some college credit, but not a degree",4,13555,28.1,3172.6,IL,Midwest,East North Central
Illinois,IL,2018,F,"Associate degree (AA, AS)",5,5613,30.0,3239.5,IL,Midwest,East North Central
Illinois,IL,2018,F,"Bachelor's degree (BA, AB, BS)",6,16055,31.8,3276.9,IL,Midwest,East North Central
Illinois,IL,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8668,33.2,3270.7,IL,Midwest,East North Central
Illinois,IL,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2226,34.0,3219.1,IL,Midwest,East North Central
Illinois,IL,2018,F,Unknown or Not Stated,-9,1044,30.4,3131.8,IL,Midwest,East North Central
Illinois,IL,2018,M,8th grade or less,1,1658,30.6,3308.8,IL,Midwest,East North Central
Illinois,IL,2018,M,9th through 12th grade with no diploma,2,5863,25.3,3188.0,IL,Midwest,East North Central
Illinois,IL,2018,M,High school graduate or GED completed,3,16799,26.7,3248.4,IL,Midwest,East North Central
Illinois,IL,2018,M,"Some college credit, but not a degree",4,14114,28.1,3291.4,IL,Midwest,East North Central
Illinois,IL,2018,M,"Associate degree (AA, AS)",5,5934,30.1,3349.9,IL,Midwest,East North Central
Illinois,IL,2018,M,"Bachelor's degree (BA, AB, BS)",6,17003,31.7,3388.1,IL,Midwest,East North Central
Illinois,IL,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9191,33.1,3402.7,IL,Midwest,East North Central
Illinois,IL,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2362,33.9,3342.2,IL,Midwest,East North Central
Illinois,IL,2018,M,Unknown or Not Stated,-9,1196,30.4,3242.7,IL,Midwest,East North Central
Illinois,IL,2019,F,8th grade or less,1,1398,30.9,3199.2,IL,Midwest,East North Central
Illinois,IL,2019,F,9th through 12th grade with no diploma,2,5115,25.3,3091.6,IL,Midwest,East North Central
Illinois,IL,2019,F,High school graduate or GED completed,3,15777,26.8,3132.8,IL,Midwest,East North Central
Illinois,IL,2019,F,"Some college credit, but not a degree",4,13097,28.3,3173.7,IL,Midwest,East North Central
Illinois,IL,2019,F,"Associate degree (AA, AS)",5,5446,30.0,3213.7,IL,Midwest,East North Central
Illinois,IL,2019,F,"Bachelor's degree (BA, AB, BS)",6,15803,31.8,3262.2,IL,Midwest,East North Central
Illinois,IL,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8630,33.3,3249.4,IL,Midwest,East North Central
Illinois,IL,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2208,34.1,3244.7,IL,Midwest,East North Central
Illinois,IL,2019,F,Unknown or Not Stated,-9,866,30.7,3165.2,IL,Midwest,East North Central
Illinois,IL,2019,M,8th grade or less,1,1472,30.6,3327.3,IL,Midwest,East North Central
Illinois,IL,2019,M,9th through 12th grade with no diploma,2,5338,25.5,3198.6,IL,Midwest,East North Central
Illinois,IL,2019,M,High school graduate or GED completed,3,16644,26.8,3244.5,IL,Midwest,East North Central
Illinois,IL,2019,M,"Some college credit, but not a degree",4,13655,28.3,3286.6,IL,Midwest,East North Central
Illinois,IL,2019,M,"Associate degree (AA, AS)",5,5761,30.2,3352.2,IL,Midwest,East North Central
Illinois,IL,2019,M,"Bachelor's degree (BA, AB, BS)",6,16523,31.9,3393.0,IL,Midwest,East North Central
Illinois,IL,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9116,33.2,3378.1,IL,Midwest,East North Central
Illinois,IL,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2359,33.9,3376.4,IL,Midwest,East North Central
Illinois,IL,2019,M,Unknown or Not Stated,-9,920,30.8,3253.4,IL,Midwest,East North Central
Illinois,IL,2020,F,8th grade or less,1,1280,31.2,3192.1,IL,Midwest,East North Central
Illinois,IL,2020,F,9th through 12th grade with no diploma,2,4804,25.4,3073.6,IL,Midwest,East North Central
Illinois,IL,2020,F,High school graduate or GED completed,3,15276,26.9,3137.9,IL,Midwest,East North Central
Illinois,IL,2020,F,"Some college credit, but not a degree",4,12140,28.5,3173.3,IL,Midwest,East North Central
Illinois,IL,2020,F,"Associate degree (AA, AS)",5,5221,30.1,3216.1,IL,Midwest,East North Central
Illinois,IL,2020,F,"Bachelor's degree (BA, AB, BS)",6,15182,31.9,3270.9,IL,Midwest,East North Central
Illinois,IL,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8204,33.3,3264.7,IL,Midwest,East North Central
Illinois,IL,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2140,34.0,3225.9,IL,Midwest,East North Central
Illinois,IL,2020,F,Unknown or Not Stated,-9,868,30.7,3133.1,IL,Midwest,East North Central
Illinois,IL,2020,M,8th grade or less,1,1343,31.0,3309.5,IL,Midwest,East North Central
Illinois,IL,2020,M,9th through 12th grade with no diploma,2,5010,25.3,3176.4,IL,Midwest,East North Central
Illinois,IL,2020,M,High school graduate or GED completed,3,15673,26.8,3238.6,IL,Midwest,East North Central
Illinois,IL,2020,M,"Some college credit, but not a degree",4,12826,28.5,3284.1,IL,Midwest,East North Central
Illinois,IL,2020,M,"Associate degree (AA, AS)",5,5380,30.2,3331.2,IL,Midwest,East North Central
